evaluation_scope,topology,p,gamma,alpha_schedule,contrast,left,right,paired_seeds,precision_delta_mean,precision_delta_lo95,precision_delta_hi95,precision_delta_halfwidth95,precision_paired_n,recall_delta_mean,recall_delta_lo95,recall_delta_hi95,recall_delta_halfwidth95,recall_paired_n,f1_delta_mean,f1_delta_lo95,f1_delta_hi95,f1_delta_halfwidth95,f1_paired_n,exact_recovery_delta_mean,exact_recovery_delta_lo95,exact_recovery_delta_hi95,exact_recovery_delta_halfwidth95,exact_recovery_paired_n,fp_delta_mean,fp_delta_lo95,fp_delta_hi95,fp_delta_halfwidth95,fp_paired_n,fn_delta_mean,fn_delta_lo95,fn_delta_hi95,fn_delta_halfwidth95,fn_paired_n,trace_ci_tests_delta_mean,trace_ci_tests_delta_lo95,trace_ci_tests_delta_hi95,trace_ci_tests_delta_halfwidth95,trace_ci_tests_paired_n,trace_ci_n_eff_min_delta_mean,trace_ci_n_eff_min_delta_lo95,trace_ci_n_eff_min_delta_hi95,trace_ci_n_eff_min_delta_halfwidth95,trace_ci_n_eff_min_paired_n,trace_ci_n_eff_median_delta_mean,trace_ci_n_eff_median_delta_lo95,trace_ci_n_eff_median_delta_hi95,trace_ci_n_eff_median_delta_halfwidth95,trace_ci_n_eff_median_paired_n,trace_ci_effective_fraction_mean_delta_mean,trace_ci_effective_fraction_mean_delta_lo95,trace_ci_effective_fraction_mean_delta_hi95,trace_ci_effective_fraction_mean_delta_halfwidth95,trace_ci_effective_fraction_mean_paired_n,runtime_seconds_delta_mean,runtime_seconds_delta_lo95,runtime_seconds_delta_hi95,runtime_seconds_delta_halfwidth95,runtime_seconds_paired_n,missingness_mode,missing_rate_target
global_whole_skeleton,random_regular_d2,100,1.0,n_inverse_half,logistic_minus_complete,complete,self_masking_logistic_population,10,0.0146105101658081,0.00460216419562102,0.024618856135995182,0.01000834597018708,10,0.0,0.0,0.0,0.0,10,0.0073938685759248005,0.0023348234205983597,0.012452913731251241,0.005059045155326441,10,0.4,-0.10018176838777082,0.9001817683877709,0.5001817683877708,10,-1.5,-2.5256221311974807,-0.4743778688025191,1.025622131197481,10,0.0,0.0,0.0,0.0,10,-71.5,-112.66635734941394,-30.333642650586057,41.16635734941394,10,-3841.8,-3924.6372452062124,-3758.962754793788,82.83724520621195,10,-2561.6,-2564.730906874363,-2558.469093125637,3.1309068743628794,10,-0.5397456767567039,-0.5407704015041022,-0.5387209520093057,0.0010247247473982436,10,0.2910513455000448,-1.7913982650634825,2.3735009560635723,2.0824496105635273,10,,
global_whole_skeleton,small_world_k2,50,1.0,fixed_005,logistic_minus_complete,complete,self_masking_logistic_population,10,0.06613867388007227,0.04924114047366933,0.08303620728647522,0.016897533406402942,10,0.0,0.0,0.0,0.0,10,0.034470413488530506,0.02545501773943941,0.0434858092376216,0.009015395749091097,10,0.8,0.4983790449602394,1.1016209550397607,0.30162095503976066,10,-3.6,-4.565658223866368,-2.6343417761336325,0.9656582238663676,10,0.0,0.0,0.0,0.0,10,-165.1,-268.8853611836022,-61.31463881639779,103.7853611836022,10,-1952.9,-1965.3929437059705,-1940.4070562940296,12.492943705970335,10,-1308.9,-1315.6144543938615,-1302.1855456061387,6.714454393861437,10,-0.5756487768265135,-0.5789158904610544,-0.5723816631919726,0.003267113634540862,10,-0.465636534500163,-1.1545440508596223,0.22327098185929622,0.6889075163594592,10,,
global_whole_skeleton,small_world_k2,50,1.0,n_inverse_half,logistic_minus_complete,complete,self_masking_logistic_population,10,0.00588235294117645,-0.0035848845477094715,0.015349590430062371,0.009467237488885921,10,0.0,0.0,0.0,0.0,10,0.0029702970297030063,-0.0018101892270612472,0.00775078328646726,0.0047804862567642535,10,0.3,-0.1828291119331838,0.7828291119331838,0.4828291119331838,10,-0.3,-0.7828291119331838,0.1828291119331838,0.4828291119331838,10,0.0,0.0,0.0,0.0,10,-55.5,-107.96302891041273,-3.0369710895872615,52.46302891041274,10,-1937.5,-1957.6777712365147,-1917.3222287634853,20.177771236514765,10,-1295.0,-1300.136419779432,-1289.863580220568,5.136419779431799,10,-0.5624514022237079,-0.5661905323242077,-0.5587122721232082,0.0037391301004997797,10,-0.5589692006996758,-1.6460411964935864,0.5281027950942347,1.0870719957939106,10,,
global_whole_skeleton,small_world_k2,100,1.0,fixed_005,logistic_minus_complete,complete,self_masking_logistic_population,10,0.13017781786332205,0.11115819292713337,0.14919744279951075,0.01901962493618868,10,0.0,0.0,0.0,0.0,10,0.07055905637150496,0.059632549615905424,0.0814855631271045,0.010926506755599539,10,0.3,-0.045550214413643764,0.6455502144136438,0.34555021441364375,10,-15.4,-17.950436597352592,-12.84956340264741,2.55043659735259,10,0.0,0.0,0.0,0.0,10,-1347.5,-1554.0121526934722,-1140.9878473065278,206.51215269347213,10,-4062.1,-4163.147774858287,-3961.0522251417124,101.0477748582876,10,-2581.25,-2586.860600758129,-2575.639399241871,5.610600758128827,10,-0.5664444735623098,-0.5694821963178175,-0.563406750806802,0.0030377227555077398,10,-7.825264442499884,-9.647733619486953,-6.002795265512815,1.8224691769870687,10,,
global_whole_skeleton,small_world_k2,100,1.0,n_inverse_half,logistic_minus_complete,complete,self_masking_logistic_population,10,0.02593674342236686,0.013519624080110941,0.03835386276462278,0.012417119342255917,10,0.0,0.0,0.0,0.0,10,0.013228474588664541,0.006857982769456991,0.019598966407872093,0.006370491819207551,10,0.7,0.3544497855863562,1.0455502144136437,0.34555021441364375,10,-2.7,-4.008231997684478,-1.3917680023155228,1.3082319976844774,10,0.0,0.0,0.0,0.0,10,-233.8,-314.2286571385491,-153.3713428614509,80.4286571385491,10,-4058.9,-4162.569698981302,-3955.230301018698,103.6696989813024,10,-2563.2,-2567.67121910826,-2558.7287808917395,4.471219108260255,10,-0.5457913815204924,-0.5486704518081182,-0.5429123112328667,0.002879070287625778,10,-2.173194827400039,-4.714264505771717,0.3678748509716385,2.5410696783716777,10,,
target_restriction_of_global,er_expected_degree_2,50,1.0,fixed_005,logistic_minus_complete,complete,self_masking_logistic_population,10,0.05000000000000001,0.014342720175580317,0.0856572798244197,0.03565727982441969,10,-0.03402380952380957,-0.05741504467371095,-0.010632574373908191,0.023391235149901376,10,0.013682539682539695,-0.014823073451442365,0.04218815281652176,0.02850561313398206,10,0.009999999999999976,-0.08204382406408887,0.10204382406408884,0.09204382406408886,10,-0.12000000000000002,-0.21418111302491594,-0.02581888697508411,0.09418111302491591,10,0.13,0.04046123998096998,0.21953876001903003,0.08953876001903002,10,-1084.9,-1584.1798835151726,-585.6201164848276,499.2798835151725,10,-2124.2,-2140.9284104683243,-2107.4715895316754,16.728410468324338,10,-1631.2,-1644.7972185117007,-1617.6027814882993,13.597218511700675,10,-0.6312972572316701,-0.6434503592086936,-0.6191441552546465,0.012153101977023583,10,-7.6109327672698415,-11.651756411201355,-3.5701091233383293,4.040823643931512,10,,
target_restriction_of_global,er_expected_degree_2,50,1.0,n_inverse_half,logistic_minus_complete,complete,self_masking_logistic_population,10,0.012500000000000011,-0.006816844226713387,0.03181684422671341,0.019316844226713398,10,-0.03711904761904764,-0.06778313518084028,-0.0064549600572550055,0.030664087561792636,10,-0.014028749028749043,-0.03804531588072103,0.009987817823222939,0.024016566851971982,10,-0.07000000000000002,-0.1529457626359342,0.012945762635934166,0.08294576263593419,10,-0.02,-0.06524314325596409,0.02524314325596409,0.04524314325596409,10,0.13999999999999999,0.02221325168270269,0.2577867483172973,0.1177867483172973,10,-916.5,-1384.8736480999758,-448.1263519000242,468.3736480999758,10,-2124.2,-2140.9284104683243,-2107.4715895316754,16.728410468324338,10,-1620.05,-1640.275232723545,-1599.8247672764548,20.225232723545215,10,-0.6232242684132514,-0.6367528288591914,-0.6096957079673114,0.013528560445939967,10,-9.138597731559932,-13.481198053968306,-4.795997409151558,4.342600322408374,10,,
target_restriction_of_global,er_expected_degree_2,100,1.0,fixed_005,logistic_minus_complete,complete,self_masking_logistic_population,10,0.1023333333333333,0.03599100605694942,0.16867566060971717,0.06634232727638388,10,-0.005357142857142849,-0.011870747897728164,0.0011564621834424648,0.006513605040585314,10,0.06624725274725277,0.02192759083182235,0.11056691466268317,0.044319661915430415,10,0.19,0.030219163709562208,0.34978083629043777,0.1597808362904378,10,-0.29000000000000004,-0.473003403495926,-0.10699659650407406,0.18300340349592598,10,0.04,-0.010018176838777072,0.09001817683877708,0.05001817683877707,10,-2926.8,-3903.0072294133206,-1950.5927705866795,976.2072294133206,10,-4255.5,-4265.867877572741,-4245.132122427259,10.367877572741005,10,-3168.1,-3318.6030575031477,-3017.596942496852,150.5030575031477,10,-0.6082702429970256,-0.6231741308375383,-0.5933663551565129,0.014903887840512685,10,-24.39431327699996,-34.89669198051726,-13.891934573482654,10.502378703517305,10,,
target_restriction_of_global,er_expected_degree_2,100,1.0,n_inverse_half,logistic_minus_complete,complete,self_masking_logistic_population,10,0.030833333333333345,0.004463951352503517,0.05720271531416317,0.026369381980829828,10,-0.005357142857142849,-0.011870747897728164,0.0011564621834424648,0.006513605040585314,10,0.017128205128205166,-0.0007774225811862934,0.035033832837596625,0.01790562770939146,10,0.039999999999999994,-0.029110042882728754,0.10911004288272874,0.06911004288272875,10,-0.06999999999999999,-0.12889337415864865,-0.011106625841351345,0.05889337415864865,10,0.04,-0.010018176838777093,0.0900181768387771,0.050018176838777094,10,-1676.5,-2576.3673184032095,-776.6326815967903,899.8673184032097,10,-4255.5,-4265.867877572741,-4245.132122427259,10.367877572741005,10,-2963.4,-3195.017154856679,-2731.782845143321,231.61715485667884,10,-0.5952213704695664,-0.611363631449599,-0.5790791094895337,0.016142260980032644,10,-13.238961307169722,-20.11445963488843,-6.363462979451016,6.875498327718707,10,,
target_restriction_of_global,random_regular_d2,50,1.0,fixed_005,logistic_minus_complete,complete,self_masking_logistic_population,10,0.02666666666666666,-0.0004046425362402954,0.053737975869573615,0.027071309202906957,10,0.0,0.0,0.0,0.0,10,0.016000000000000014,-0.0002427855217441606,0.032242785521744186,0.016242785521744175,10,0.07999999999999999,-0.0012139276087208828,0.16121392760872086,0.08121392760872087,10,-0.08,-0.16121392760872089,0.0012139276087208828,0.08121392760872088,10,0.0,0.0,0.0,0.0,10,-113.8,-220.8041520480965,-6.7958479519034825,107.00415204809651,10,-1920.9,-1964.2149771586617,-1877.5850228413385,43.3149771586616,10,-1304.5,-1311.938030237615,-1297.061969762385,7.4380302376150675,10,-0.5710604152062083,-0.5748282296433018,-0.5672926007691148,0.0037678144370935046,10,-1.0601789129798045,-2.1889155313947937,0.06855770543518469,1.1287366184149892,10,,
target_restriction_of_global,random_regular_d2,50,1.0,n_inverse_half,logistic_minus_complete,complete,self_masking_logistic_population,10,0.006666666666666665,-0.008414381085321363,0.021747714418654692,0.015081047751988028,10,0.0,0.0,0.0,0.0,10,0.0040000000000000036,-0.005048628651192825,0.013048628651192832,0.009048628651192828,10,0.019999999999999997,-0.025243143255964086,0.06524314325596409,0.04524314325596408,10,-0.02,-0.06524314325596409,0.02524314325596409,0.04524314325596409,10,0.0,0.0,0.0,0.0,10,-31.0,-81.42237298567792,19.422372985677924,50.422372985677924,10,-1857.7,-1932.4022388271694,-1782.9977611728307,74.70223882716944,10,-1292.6,-1297.9127258503568,-1287.287274149643,5.312725850356852,10,-0.5566125953785968,-0.5603548333108122,-0.5528703574463814,0.0037422379322153525,10,-0.5769959778702926,-1.6332490420327983,0.4792570862922131,1.0562530641625056,10,,
target_restriction_of_global,random_regular_d2,100,1.0,fixed_005,logistic_minus_complete,complete,self_masking_logistic_population,10,0.07666666666666663,0.041031541103363205,0.11230179222997005,0.03563512556330343,10,0.0,0.0,0.0,0.0,10,0.04600000000000003,0.024618924662018003,0.06738107533798204,0.021381075337982024,10,0.22999999999999998,0.12309462331008975,0.3369053766899102,0.10690537668991024,10,-0.22999999999999998,-0.3369053766899102,-0.12309462331008975,0.10690537668991024,10,0.0,0.0,0.0,0.0,10,-969.2,-1152.700720721562,-785.699279278438,183.50072072156203,10,-3902.6,-3930.921067341762,-3874.278932658238,28.321067341762053,10,-2577.4,-2581.203295529214,-2573.5967044707863,3.8032955292136412,10,-0.5615272687736831,-0.5624232089352973,-0.5606313286120689,0.0008959401616141519,10,-6.996304718499812,-9.64080599933444,-4.351803437665184,2.6445012808346275,10,,
target_restriction_of_global,random_regular_d2,100,1.0,n_inverse_half,logistic_minus_complete,complete,self_masking_logistic_population,10,0.006666666666666687,-0.00841438108532139,0.021747714418654765,0.015081047751988076,10,0.0,0.0,0.0,0.0,10,0.003999999999999981,-0.005048628651192795,0.013048628651192757,0.009048628651192776,10,0.019999999999999997,-0.025243143255964086,0.06524314325596409,0.04524314325596408,10,-0.02,-0.06524314325596409,0.02524314325596409,0.04524314325596409,10,0.0,0.0,0.0,0.0,10,-71.5,-112.66635734941394,-30.333642650586057,41.16635734941394,10,-3841.8,-3924.6372452062124,-3758.962754793788,82.83724520621195,10,-2561.6,-2564.730906874363,-2558.469093125637,3.1309068743628794,10,-0.5397456767567039,-0.5407704015041022,-0.5387209520093057,0.0010247247473982436,10,0.2910504934800745,-1.791398662337194,2.373499649297343,2.0824491558172684,10,,
target_restriction_of_global,small_world_k2,50,1.0,fixed_005,logistic_minus_complete,complete,self_masking_logistic_population,10,0.07000000000000003,0.043758206498954816,0.09624179350104525,0.02624179350104522,10,0.0,0.0,0.0,0.0,10,0.04333333333333332,0.02692799980419316,0.05973866686247348,0.01640533352914016,10,0.19,0.1188628400280501,0.2611371599719499,0.0711371599719499,10,-0.19,-0.26113715997194986,-0.11886284002805012,0.07113715997194989,10,0.0,0.0,0.0,0.0,10,-165.1,-268.8853611836022,-61.31463881639779,103.7853611836022,10,-1952.9,-1965.3929437059705,-1940.4070562940296,12.492943705970335,10,-1308.9,-1315.6144543938615,-1302.1855456061387,6.714454393861437,10,-0.5756487768265135,-0.5789158904610543,-0.5723816631919727,0.0032671136345408494,10,-0.4656358031800393,-1.1545443926843024,0.22327278632422387,0.6889085895042631,10,,
target_restriction_of_global,small_world_k2,50,1.0,n_inverse_half,logistic_minus_complete,complete,self_masking_logistic_population,10,0.0033333333333333435,-0.0042071905426606954,0.010873857209327382,0.007540523875994039,10,0.0,0.0,0.0,0.0,10,0.0019999999999999905,-0.0025243143255963977,0.006524314325596379,0.004524314325596388,10,0.009999999999999998,-0.012621571627982043,0.03262157162798204,0.02262157162798204,10,-0.01,-0.03262157162798204,0.012621571627982045,0.022621571627982045,10,0.0,0.0,0.0,0.0,10,-55.5,-107.96302891041273,-3.0369710895872615,52.46302891041274,10,-1937.5,-1957.6777712365147,-1917.3222287634853,20.177771236514765,10,-1295.0,-1300.136419779432,-1289.863580220568,5.136419779431799,10,-0.5624514022237078,-0.5661905323242076,-0.5587122721232081,0.003739130100499755,10,-0.5589701390598568,-1.64604307785915,0.5281027997394362,1.087072938799293,10,,
target_restriction_of_global,small_world_k2,100,1.0,fixed_005,logistic_minus_complete,complete,self_masking_logistic_population,10,0.07700000000000001,0.038408033929783744,0.11559196607021628,0.03859196607021627,10,0.0,0.0,0.0,0.0,10,0.0488730158730159,0.023336560285925758,0.07440947146010604,0.025536455587090143,10,0.21000000000000002,0.11197318961207782,0.30802681038792223,0.0980268103879222,10,-0.24000000000000005,-0.35778674831729734,-0.12221325168270274,0.11778674831729731,10,0.0,0.0,0.0,0.0,10,-1347.5,-1554.0121526934722,-1140.9878473065278,206.51215269347213,10,-4062.1,-4163.147774858287,-3961.0522251417124,101.0477748582876,10,-2581.25,-2586.860600758129,-2575.639399241871,5.610600758128827,10,-0.5664444735623098,-0.5694821963178175,-0.563406750806802,0.003037722755507756,10,-7.825262207509911,-9.647730853470593,-6.002793561549229,1.8224686459606816,10,,
target_restriction_of_global,small_world_k2,100,1.0,n_inverse_half,logistic_minus_complete,complete,self_masking_logistic_population,10,0.011666666666666681,-0.00615089611498504,0.029484229448318404,0.01781756278165172,10,0.0,0.0,0.0,0.0,10,0.007333333333333347,-0.003783080088799454,0.018449746755466147,0.011116413422132801,10,0.029999999999999992,-0.018282911193318367,0.07828291119331834,0.04828291119331836,10,-0.030000000000000006,-0.07828291119331837,0.018282911193318367,0.04828291119331837,10,0.0,0.0,0.0,0.0,10,-233.8,-314.2286571385491,-153.3713428614509,80.4286571385491,10,-4058.9,-4162.569698981302,-3955.230301018698,103.6696989813024,10,-2563.2,-2567.67121910826,-2558.7287808917395,4.471219108260255,10,-0.5457913815204924,-0.5486704518081182,-0.5429123112328667,0.002879070287625776,10,-2.173196804240056,-4.714265011386246,0.3678714029061343,2.54106820714619,10,,
global_whole_skeleton,er_expected_degree_2,50,1.0,,fixed_005_minus_n_inverse_half,n_inverse_half,fixed_005,10,-0.06059315975176212,-0.08438095066580772,-0.03680536883771651,0.023787790914045606,10,0.0032625994694960416,-0.0016676923510844923,0.008192891290076575,0.004930291820580534,10,-0.030286687458571937,-0.04356053159843551,-0.017012843318708365,0.013273844139863574,10,0.0,0.0,0.0,0.0,10,3.7,2.3075528875166347,5.092447112483366,1.3924471124833653,10,-0.2,-0.5016209550397607,0.10162095503976065,0.30162095503976066,10,755.1,567.7276313730442,942.4723686269558,187.37236862695573,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,2.854120245200284,-2.5424834674740096,8.250723957874577,5.396603712674294,10,complete,0.0
global_whole_skeleton,er_expected_degree_2,50,1.0,,fixed_005_minus_n_inverse_half,n_inverse_half,fixed_005,10,-0.003859937821663717,-0.011930261888979526,0.004210386245652092,0.00807032406731581,10,0.004919143356643385,-0.0007709592147318875,0.010609245928018658,0.0056901025713752724,10,0.0007579444481580655,-0.004623454510330629,0.00613934340664676,0.005381398958488695,10,0.0,0.0,0.0,0.0,10,0.2,-0.25243143255964096,0.652431432559641,0.45243143255964097,10,-0.3,-0.6455502144136438,0.045550214413643764,0.34555021441364375,10,523.5,398.6264430044345,648.3735569955654,124.87355699556547,10,0.0,0.0,0.0,0.0,10,-5.3,-8.83762293375203,-1.7623770662479696,3.53762293375203,10,-0.007067830837639627,-0.00920450725224885,-0.004931154423030404,0.0021366764146092225,10,1.8565334298997638,-4.084131797157516,7.797198656957043,5.94066522705728,10,self_masking_gaussian_preserving,0.3
global_whole_skeleton,er_expected_degree_2,50,1.0,,fixed_005_minus_n_inverse_half,n_inverse_half,fixed_005,10,-0.003346560846560831,-0.00857167286725827,0.001878551174136607,0.005225112020697438,10,0.006201923076923088,-0.001580894070659312,0.01398474022450549,0.0077828171475824,10,0.0017444304286918678,-0.0033898671504249862,0.006878728007808721,0.005134297579116854,10,0.0,0.0,0.0,0.0,10,0.2,-0.10162095503976065,0.5016209550397607,0.30162095503976066,10,-0.4,-0.9001817683877709,0.10018176838777082,0.5001817683877708,10,586.7,426.6979545442456,746.7020454557545,160.00204545575446,10,0.0,0.0,0.0,0.0,10,-11.15,-18.453124864866336,-3.846875135133666,7.3031248648663345,10,-0.008072988818418753,-0.01022813994768728,-0.005917837689150225,0.002155151129268528,10,4.381785864299809,0.8523599460416134,7.911211782558006,3.529425918258196,10,self_masking_logistic_population,0.3
global_whole_skeleton,er_expected_degree_2,100,1.0,,fixed_005_minus_n_inverse_half,n_inverse_half,fixed_005,10,-0.11400800533106178,-0.1445134858277468,-0.08350252483437676,0.030505480496685024,10,0.0008064516129032362,-0.0010178686796759842,0.002630771905482457,0.0018243202925792206,10,-0.06431492241012501,-0.08342144593485469,-0.04520839888539534,0.019106523524729673,10,0.0,0.0,0.0,0.0,10,14.7,11.08290572079567,18.317094279204326,3.617094279204329,10,-0.1,-0.3262157162798205,0.12621571627982048,0.22621571627982048,10,3620.2,3016.834739561152,4223.565260438848,603.3652604388477,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,28.172510055900375,11.97235460086413,44.37266551093662,16.200155455036246,10,complete,0.0
global_whole_skeleton,er_expected_degree_2,100,1.0,,fixed_005_minus_n_inverse_half,n_inverse_half,fixed_005,10,-0.009108781814220368,-0.015621824395471128,-0.0025957392329696077,0.00651304258125076,10,0.004361693222867491,-3.5976835544183385e-05,0.008759363281279166,0.004397670058411674,10,-0.0023580061287465704,-0.006709931475100106,0.0019939192176069644,0.004351925346353535,10,-0.2,-0.5016209550397607,0.10162095503976065,0.30162095503976066,10,0.9,0.27363704432764613,1.526362955672354,0.6263629556723539,10,-0.5,-1.0058337191804845,0.005833719180484476,0.5058337191804845,10,2263.7,1837.7805258079334,2689.6194741920663,425.91947419206633,10,-1.9,-6.198098609316588,2.398098609316589,4.298098609316589,10,-201.1,-415.21063604391213,13.010636043912172,214.11063604391217,10,-0.01237649052091524,-0.014901702941445953,-0.009851278100384527,0.0025252124205307138,10,18.85456416070001,7.136634254079313,30.57249406732071,11.717929906620698,10,self_masking_gaussian_preserving,0.3
global_whole_skeleton,er_expected_degree_2,100,1.0,,fixed_005_minus_n_inverse_half,n_inverse_half,fixed_005,10,-0.008335868129100765,-0.017125896114372617,0.000454159856171088,0.008790027985271853,10,0.0035059000263752303,-0.0007451758370984355,0.007756975889848896,0.004251075863473666,10,-0.0024662721358340357,-0.007703251854771543,0.002770707583103472,0.005236979718937508,10,-0.1,-0.3262157162798205,0.12621571627982048,0.22621571627982048,10,0.8,-0.07936863965707064,1.6793686396570706,0.8793686396570707,10,-0.4,-0.9001817683877709,0.10018176838777082,0.5001817683877708,10,2369.9,1832.1495659429343,2907.650434057066,537.7504340570658,10,0.0,0.0,0.0,0.0,10,-204.7,-400.54732241163595,-8.852677588364003,195.847322411636,10,-0.013048872527459348,-0.015030166960288308,-0.011067578094630388,0.001981294432828959,10,17.017161259299836,6.230052367678947,27.804270150920726,10.787108891620889,10,self_masking_logistic_population,0.3
global_whole_skeleton,random_regular_d2,50,1.0,,fixed_005_minus_n_inverse_half,n_inverse_half,fixed_005,10,-0.04068501566009042,-0.06312499718344615,-0.018245034136734686,0.02243998152335573,10,0.0,0.0,0.0,0.0,10,-0.02158695000460824,-0.033648884878129726,-0.009525015131086756,0.012061934873521486,10,-0.2,-0.5016209550397607,0.10162095503976065,0.30162095503976066,10,2.3,0.9917680023155224,3.608231997684477,1.3082319976844774,10,0.0,0.0,0.0,0.0,10,374.7,314.542827164177,434.85717283582295,60.15717283582295,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,2.357689252699629,0.5093525207231331,4.206025984676125,1.8483367319764958,10,complete,0.0
global_whole_skeleton,random_regular_d2,50,1.0,,fixed_005_minus_n_inverse_half,n_inverse_half,fixed_005,10,-0.0019607843137254832,-0.006396386593721947,0.0024748179662709806,0.004435602279996464,10,0.0,0.0,0.0,0.0,10,-0.000990099009901002,-0.003229858577027965,0.001249660557225961,0.002239759567126963,10,-0.1,-0.3262157162798205,0.12621571627982048,0.22621571627982048,10,0.1,-0.12621571627982048,0.3262157162798205,0.22621571627982048,10,0.0,0.0,0.0,0.0,10,274.3,245.89503572342016,302.70496427657986,28.404964276579836,10,-65.2,-129.16284657943487,-1.2371534205651287,63.962846579434874,10,-10.25,-13.53359296335906,-6.966407036640939,3.283592963359061,10,-0.013950163085385598,-0.014948889376779795,-0.0129514367939914,0.000998726291394198,10,1.7633892949999335,0.022975616958443412,3.5038029730414237,1.74041367804149,10,self_masking_gaussian_preserving,0.3
global_whole_skeleton,random_regular_d2,50,1.0,,fixed_005_minus_n_inverse_half,n_inverse_half,fixed_005,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,291.9,250.23364141833406,333.5663585816659,41.66635858166593,10,-63.2,-133.9892558146577,7.58925581465769,70.7892558146577,10,-11.9,-15.25023362827783,-8.549766371722171,3.3502336282778296,10,-0.01444781982761158,-0.016247840027967243,-0.01264779962725592,0.001800020200355661,10,1.8745105561997661,0.7263818528015396,3.0226392595979927,1.1481287033982266,10,self_masking_logistic_population,0.3
global_whole_skeleton,random_regular_d2,100,1.0,,fixed_005_minus_n_inverse_half,n_inverse_half,fixed_005,10,-0.10748545298412959,-0.1209260623683066,-0.09404484359995259,0.013440609384177007,10,0.0010000000000000009,-0.0012621571627982062,0.003262157162798208,0.002262157162798207,10,-0.05732101625524151,-0.06501694721074767,-0.04962508529973534,0.007695930955506168,10,-0.3,-0.6455502144136438,0.045550214413643764,0.34555021441364375,10,12.5,10.873972089696409,14.126027910303591,1.6260279103035917,10,-0.1,-0.3262157162798205,0.12621571627982048,0.22621571627982048,10,2296.2,2154.794045329436,2437.6059546705637,141.4059546705639,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,15.669678835899868,10.450199833011059,20.889157838788677,5.219479002888809,10,complete,0.0
global_whole_skeleton,random_regular_d2,100,1.0,,fixed_005_minus_n_inverse_half,n_inverse_half,fixed_005,10,-0.003940982333527488,-0.0075807862037304136,-0.0003011784633245615,0.0036398038702029263,10,0.0,0.0,0.0,0.0,10,-0.001985123885522888,-0.0038184572788133495,-0.00015179049223242687,0.0018333333932904613,10,-0.3,-0.6455502144136438,0.045550214413643764,0.34555021441364375,10,0.4,0.030591282210820137,0.76940871778918,0.3694087177891799,10,0.0,0.0,0.0,0.0,10,1374.6,1269.7329175453583,1479.4670824546415,104.86708245464166,10,-188.0,-347.0700275896703,-28.92997241032967,159.07002758967033,10,-13.95,-15.535752629462795,-12.364247370537203,1.5857526294627966,10,-0.021495964911759174,-0.02298174420851664,-0.02001018561500171,0.0014857792967574639,10,9.763582489300234,4.208297303136385,15.318867675464082,5.555285186163848,10,self_masking_gaussian_preserving,0.3
global_whole_skeleton,random_regular_d2,100,1.0,,fixed_005_minus_n_inverse_half,n_inverse_half,fixed_005,10,-0.005921180353329491,-0.009566984680068547,-0.0022753760265904364,0.003645804326739055,10,0.0,0.0,0.0,0.0,10,-0.002980148761144774,-0.0048150016455317125,-0.0011452958767578362,0.001834852884386938,10,-0.5,-0.8770261937997008,-0.12297380620029918,0.3770261937997008,10,0.6,0.2305912822108201,0.9694087177891799,0.3694087177891799,10,0.0,0.0,0.0,0.0,10,1398.5,1338.4268179938713,1458.5731820061287,60.07318200612861,10,-60.8,-167.6004409086575,46.00044090865751,106.8004409086575,10,-15.8,-16.855673342639165,-14.744326657360839,1.0556733426391622,10,-0.021781592016979205,-0.02280141081488059,-0.02076177321907782,0.001019818797901385,10,8.38232348549991,2.3894557003741985,14.37519127062562,5.9928677851257115,10,self_masking_logistic_population,0.3
global_whole_skeleton,small_world_k2,50,1.0,,fixed_005_minus_n_inverse_half,n_inverse_half,fixed_005,10,-0.06221710525262131,-0.07803904983402676,-0.046395160671215845,0.015821944581405463,10,0.0,0.0,0.0,0.0,10,-0.0324902154687285,-0.04093368588029688,-0.024046745057160125,0.008443470411568376,10,-0.6,-0.9694087177891799,-0.23059128221082004,0.36940871778917994,10,3.4,2.495137134880718,4.304862865119282,0.9048628651192819,10,0.0,0.0,0.0,0.0,10,402.3,327.90360783928253,476.6963921607175,74.39639216071747,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,2.070936453100239,0.36045064752772404,3.7814222586727544,1.7104858055725152,10,complete,0.0
