topology,p,seed,d_alg,depth_ok,oracle_edge_query_count,oracle_edge_partial_corr_min,oracle_edge_partial_corr_q10,oracle_edge_partial_corr_median,oracle_edge_partial_corr_below_001,oracle_edge_partial_corr_below_005,oracle_edge_partial_corr_below_010,oracle_edge_margin_finite,selected_edge_query_count,selected_edge_partial_corr_min,selected_edge_partial_corr_q10,selected_edge_partial_corr_median,selected_edge_partial_corr_max,selected_edge_partial_corr_below_001,selected_edge_partial_corr_below_005,selected_edge_partial_corr_below_010,selected_edge_query_retention_min,selected_edge_query_retention_q10,selected_edge_query_retention_median,selected_edge_query_retention_max,selected_edge_diagnostics_finite
er_expected_degree_2,100,7,3,True,1264.0,0.07736540449108037,0.2858797774585494,0.4653181117425964,0.0,0.0,9.0,True,1264.0,0.06710102097824844,0.251761205519771,0.4161503849450472,0.8155945291313604,0.0,0.0,15.0,0.16948429631965312,0.1708099530303696,0.24393399985694775,0.49471834949413807,True
er_expected_degree_2,100,8,3,True,1332.0,0.06281666926040956,0.27730659209874875,0.45580389429518176,0.0,0.0,4.0,True,1332.0,0.056050611033461345,0.24578725156529493,0.40534617542939466,0.8262860134091211,0.0,0.0,4.0,0.16895569971972188,0.17037895440543127,0.24358163854801726,0.4947972279851557,True
er_expected_degree_2,100,9,3,True,1660.0,0.00022875970261608658,0.2394124038168643,0.46661834700165766,4.0,12.0,18.0,True,1660.0,0.00020858501908970872,0.20864109000010708,0.4212913776703432,0.8775614682781612,4.0,14.0,22.0,0.1689135212045294,0.17060538729436855,0.24383487892226785,0.4956433750713409,True
er_expected_degree_2,150,0,3,False,,,,,,,,,,,,,,,,,,,,,
er_expected_degree_2,150,1,3,True,2278.0,0.040018598091181974,0.28278070939651473,0.4500345844243753,0.0,12.0,19.0,True,2278.0,0.03335773541255407,0.25122162733327996,0.40103407013913195,0.8591082146719478,0.0,15.0,22.0,0.16887586476278885,0.17060221336047773,0.24371617346292357,0.4951985980265401,True
er_expected_degree_2,150,2,3,True,1568.0,0.004172693214016941,0.30578861601719665,0.48588275846624707,2.0,11.0,17.0,True,1568.0,0.0037219569044928936,0.26916803843061404,0.4358140638478264,0.8206383390766574,2.0,12.0,17.0,0.16934872896065153,0.17150542304319402,0.24524508557761185,0.49464308830972065,True
er_expected_degree_2,150,3,3,True,1702.0,0.06657064818042395,0.3152351199999417,0.4828666697817251,0.0,0.0,3.0,True,1702.0,0.0619536483701961,0.2781784974925856,0.43464868166529763,0.8807564807027282,0.0,0.0,4.0,0.16965102155061518,0.17252434560451985,0.3438131599868978,0.49495753770508066,True
er_expected_degree_2,150,4,3,True,1458.0,0.10686281349938995,0.3119306157102119,0.48301574577064765,0.0,0.0,0.0,True,1458.0,0.09425011986341866,0.27546819524815275,0.434838907546639,0.8057700521849777,0.0,0.0,1.0,0.16903325141627068,0.17185953892548084,0.24566516965008153,0.49443114141337463,True
er_expected_degree_2,150,5,3,True,1044.0,0.18168487719424467,0.3316470525793242,0.5009363712510744,0.0,0.0,0.0,True,1044.0,0.16445294456696744,0.29153446251989185,0.449685038948613,0.8404005341462284,0.0,0.0,0.0,0.16934533337022747,0.17391691551554395,0.34464157870277945,0.4953407623628351,True
er_expected_degree_2,150,6,3,True,2006.0,0.026642909382821996,0.31029112302745554,0.47393103764255695,0.0,2.0,4.0,True,2006.0,0.024866971087800796,0.2748209133965895,0.4254244163331685,0.9174012826438541,0.0,2.0,5.0,0.16939043152289598,0.17206913572888605,0.2455378454282028,0.496021602774504,True
er_expected_degree_2,150,7,3,True,1766.0,0.0020524934369603926,0.29371614994799145,0.47526612487575226,2.0,2.0,6.0,True,1766.0,0.0017744112588284507,0.25911365764371075,0.4239679825487269,0.8660112426637414,2.0,4.0,7.0,0.16923479065116404,0.1717229846826947,0.24547182075645066,0.4955968675798489,True
er_expected_degree_2,150,8,3,True,1640.0,0.01593747743115796,0.25997507747972376,0.480294410625426,0.0,3.0,3.0,True,1640.0,0.0147470571874574,0.23007674646816034,0.4321153412708457,0.8951244673663632,0.0,3.0,3.0,0.1685750402931645,0.17124561275596084,0.24575246336178397,0.49558228602232174,True
er_expected_degree_2,150,9,3,False,,,,,,,,,,,,,,,,,,,,,
random_regular_d2,20,0,3,True,60.0,0.31185106117345834,0.3831770213417342,0.5625203746984531,0.0,0.0,0.0,True,60.0,0.27159840514329514,0.3373596887940949,0.507574793719473,0.6990153199523422,0.0,0.0,0.0,0.34472183671307033,0.34575225412141036,0.3472729079769827,0.49361015390859503,True
random_regular_d2,20,1,3,True,60.0,0.35341926498032067,0.42091842269365615,0.5106590592362652,0.0,0.0,0.0,True,60.0,0.3135489995781041,0.3752256487646051,0.451378840915437,0.756587690945363,0.0,0.0,0.0,0.3450225545837189,0.345382586952993,0.34674905029486514,0.4945145987026675,True
random_regular_d2,20,2,3,True,57.0,0.15691157472288791,0.37757921411404716,0.5208742605255969,0.0,0.0,0.0,True,57.0,0.1312984340283167,0.3223084426790149,0.46540337763713,0.7278839401456808,0.0,0.0,0.0,0.3446422878789373,0.34534786800392425,0.3460292227953977,0.49294975243315775,True
random_regular_d2,20,3,3,True,57.0,0.04234369690749127,0.36653858955704194,0.564392353765574,0.0,1.0,1.0,True,57.0,0.038803620825513946,0.3252876089284083,0.504140795817986,0.6974129272768539,0.0,1.0,1.0,0.34528728670005715,0.3456892567577816,0.3482545978815379,0.4939467987478407,True
random_regular_d2,20,4,3,True,60.0,0.3437041091516235,0.42502647756839723,0.5663284904412224,0.0,0.0,0.0,True,60.0,0.3028230104485868,0.3744520124262963,0.5105743282991242,0.7447745257126301,0.0,0.0,0.0,0.34524816170938727,0.34599982284754843,0.3476259830997627,0.49440004539456517,True
random_regular_d2,20,5,3,True,57.0,0.23210862904449128,0.4565334041060016,0.6044844762859762,0.0,0.0,0.0,True,57.0,0.21379383628053655,0.3973512623600645,0.5424676970626835,0.786270534021272,0.0,0.0,0.0,0.34544623240300243,0.34607428763556153,0.3480922972600182,0.4940314345371682,True
random_regular_d2,20,6,3,True,57.0,0.08577619047349276,0.3649330118449501,0.5561655569889267,0.0,0.0,1.0,True,57.0,0.07156791954352652,0.31609123181925697,0.4951219724904189,0.6809775483724888,0.0,0.0,1.0,0.34538365538188254,0.3456684334658172,0.3469434403245992,0.49311491372841487,True
random_regular_d2,20,7,3,True,60.0,0.3446542652070665,0.391526718005923,0.5347883638714743,0.0,0.0,0.0,True,60.0,0.2996210278977624,0.33482670893447564,0.48112065603916426,0.733141831652965,0.0,0.0,0.0,0.3445352492371618,0.34524789984652765,0.3471921442920315,0.4931410730026619,True
random_regular_d2,20,8,3,True,60.0,0.3277522895250324,0.399179838779625,0.4917287076438142,0.0,0.0,0.0,True,60.0,0.28248238828054884,0.34647245519088504,0.43174364769823076,0.7574317367845999,0.0,0.0,0.0,0.34455375872999777,0.3449128853594299,0.34679664781057606,0.49345220541649204,True
random_regular_d2,20,9,3,True,60.0,0.24029095323982338,0.4416652389687385,0.567236248388254,0.0,0.0,0.0,True,60.0,0.20218817656528076,0.39221243853560617,0.5093891867622033,0.6633408846482621,0.0,0.0,0.0,0.3450509329076614,0.34554796849872527,0.34745329378640044,0.4936276220976218,True
random_regular_d2,50,0,3,True,150.0,0.31956433110639554,0.3967903870741318,0.5270199018937026,0.0,0.0,0.0,True,150.0,0.2809983592535351,0.3456192906752328,0.47238089841843056,0.7617973578189633,0.0,0.0,0.0,0.3446036832957018,0.345182664016656,0.3466357836355295,0.49352183959767926,True
random_regular_d2,50,1,3,True,150.0,0.3433367025172966,0.41529321008669895,0.5323526477101774,0.0,0.0,0.0,True,150.0,0.3044690502996615,0.3610959016224351,0.4782344832362875,0.710831212699499,0.0,0.0,0.0,0.3447094806906664,0.34539344942898265,0.34646502862437495,0.4933486378261493,True
random_regular_d2,50,2,3,True,150.0,0.2645260787048026,0.4145353244071357,0.5329551637901373,0.0,0.0,0.0,True,150.0,0.2317434612423884,0.364767451487871,0.4753854311337353,0.7433274513815339,0.0,0.0,0.0,0.3448396108179916,0.34535262217260665,0.3465308127967105,0.49390180768761655,True
random_regular_d2,50,3,3,True,150.0,0.3062775516805091,0.40163467267146874,0.549024183874169,0.0,0.0,0.0,True,150.0,0.26616776660102515,0.3439432440618185,0.49394436037707223,0.7276130130197631,0.0,0.0,0.0,0.3445160657187598,0.34558663528358174,0.346858731126527,0.4935840063015128,True
random_regular_d2,50,4,3,True,147.0,0.2127700142556593,0.40521556450149987,0.5360583559239072,0.0,0.0,0.0,True,147.0,0.19817666235344436,0.3581298671119114,0.47817664458185694,0.7899320868104279,0.0,0.0,0.0,0.34477892852027,0.34541136523894583,0.34698330543177797,0.49484070541671243,True
random_regular_d2,50,5,3,True,147.0,0.18922565269118896,0.42545033801855964,0.5726346482021735,0.0,0.0,0.0,True,147.0,0.17231222948953573,0.3743073713331199,0.5087789234020521,0.7511002458294926,0.0,0.0,0.0,0.3447084721562644,0.34583233966634125,0.34744116589291674,0.49416908470598553,True
random_regular_d2,50,6,3,True,150.0,0.2802253157486291,0.39177316879230983,0.5424527295037478,0.0,0.0,0.0,True,150.0,0.2418845682236308,0.3513753364704448,0.4890601888701971,0.7723867661061791,0.0,0.0,0.0,0.34468642723562726,0.3453088393660011,0.3473102779639302,0.49416374168092553,True
random_regular_d2,50,7,3,True,150.0,0.3024451553007921,0.4240452533343808,0.5796200300672182,0.0,0.0,0.0,True,150.0,0.2628540961447911,0.37582660088148206,0.5186491234171433,0.7908231145146126,0.0,0.0,0.0,0.345111788847087,0.3455416714065086,0.3477855744657534,0.49447525269490533,True
random_regular_d2,50,8,3,True,150.0,0.30514762139607154,0.3937222087082982,0.5148278543968057,0.0,0.0,0.0,True,150.0,0.26704309395941694,0.34612656636422473,0.45711773538495704,0.7112457676208499,0.0,0.0,0.0,0.3450405524987828,0.34540027392388234,0.34622917983420065,0.49401793937110605,True
random_regular_d2,50,9,3,True,147.0,0.1471462475134924,0.38853295023051027,0.5749762501501691,0.0,0.0,0.0,True,147.0,0.13720757637345712,0.34522513385757003,0.5082279859403133,0.7827122851392192,0.0,0.0,0.0,0.34531054327064215,0.34555904251118497,0.3477384270134098,0.4947697733100667,True
random_regular_d2,75,0,3,True,225.0,0.27235054933497294,0.39064830949002693,0.5354081383425817,0.0,0.0,0.0,True,225.0,0.23984120131796977,0.3384930905731186,0.4724131369467282,0.7147638437122473,0.0,0.0,0.0,0.3447498102964432,0.34527805027727565,0.34668902165063403,0.4940553928017287,True
random_regular_d2,75,1,3,True,222.0,0.0010053101007442978,0.4246245558420815,0.5300351905666245,1.0,1.0,1.0,True,222.0,0.0009160473933788391,0.3744100469214574,0.47511322918263615,0.7397641691317317,1.0,1.0,1.0,0.34447072537825485,0.3453913307744731,0.3465018424711256,0.49399957097819513,True
random_regular_d2,75,2,3,True,225.0,0.26842966409872454,0.3696778721757669,0.5449407232033319,0.0,0.0,0.0,True,225.0,0.2329586260698924,0.32081556155096086,0.48588812075324916,0.7655685034650429,0.0,0.0,0.0,0.3442748453466851,0.345347701812704,0.3467850108236108,0.4939884347020429,True
random_regular_d2,75,3,3,True,219.0,0.1525985412321921,0.4002671709689661,0.5478909269400916,0.0,0.0,0.0,True,219.0,0.1411352681033181,0.3532877971911145,0.4873620579039102,0.7757841153866006,0.0,0.0,0.0,0.3449442465227136,0.3455456517890567,0.3468697680006471,0.49470186807232125,True
random_regular_d2,75,4,3,True,222.0,0.16303391908836332,0.391180989514192,0.5369933199322348,0.0,0.0,0.0,True,222.0,0.14726701395904795,0.3445782067079587,0.48212647195416386,0.737520815178429,0.0,0.0,0.0,0.344261434558869,0.34540523195542283,0.346987318294268,0.4939730398512939,True
random_regular_d2,75,5,3,True,225.0,0.25884735435981887,0.4345185408994091,0.5440977852356951,0.0,0.0,0.0,True,225.0,0.22625568467549587,0.38605525227948806,0.4904379863630633,0.7267780631990385,0.0,0.0,0.0,0.3450732151594693,0.34556613477657006,0.3468421128813172,0.4937406252249153,True
random_regular_d2,75,6,3,True,222.0,0.005164362550319366,0.4021115439518589,0.5330480544503446,1.0,1.0,1.0,True,222.0,0.004303654588803571,0.34746117546869776,0.4748056178390096,0.7291854034069032,1.0,1.0,1.0,0.3445278184848232,0.34538365538188254,0.3467535684964535,0.49387489637178206,True
random_regular_d2,75,7,3,True,225.0,0.25579235625070257,0.4080806560645852,0.5642576648552872,0.0,0.0,0.0,True,225.0,0.22491321296899047,0.36266362429087684,0.5063081150500026,0.762948224890107,0.0,0.0,0.0,0.34439145955204026,0.34564574302387546,0.3470814489467,0.49417515351777636,True
random_regular_d2,75,8,3,True,225.0,0.30894472192740385,0.4088610569106001,0.5476093627319593,0.0,0.0,0.0,True,225.0,0.27340246939601204,0.35899429784411924,0.49058465805224283,0.7555799632420551,0.0,0.0,0.0,0.34486948849342747,0.34548929654250443,0.3468760258072562,0.4945048054596758,True
random_regular_d2,75,9,3,True,225.0,0.3057860686215332,0.4066411808427334,0.5431248266151906,0.0,0.0,0.0,True,225.0,0.26359193852944185,0.3559074344254818,0.4845474817182518,0.753521592981834,0.0,0.0,0.0,0.3446318557260237,0.34545637063059825,0.34675952513315983,0.4938877662254754,True
random_regular_d2,100,0,3,True,300.0,0.2437838878440489,0.4087937258791875,0.5294080019011314,0.0,0.0,0.0,True,300.0,0.21408085651648553,0.35634074624683343,0.47144857305985693,0.7854844195386138,0.0,0.0,0.0,0.3445791252880059,0.34532846719131244,0.346499491127876,0.4947969886335423,True
random_regular_d2,100,1,3,True,300.0,0.3058302842988585,0.41594673280944966,0.5448694083111385,0.0,0.0,0.0,True,300.0,0.2647785660994905,0.3632115164011179,0.48466538828499345,0.7619885623615211,0.0,0.0,0.0,0.344917001249763,0.34542844423996716,0.34675776443528056,0.493800001440476,True
random_regular_d2,100,2,3,True,300.0,0.28162908906126966,0.38673457049396853,0.5392899738993846,0.0,0.0,0.0,True,300.0,0.24841347531561697,0.33309179712441933,0.4818630075007395,0.7519687458744702,0.0,0.0,0.0,0.34457085056955755,0.3453062650731337,0.3467501635203031,0.4944525684455732,True
random_regular_d2,100,3,3,True,294.0,0.03436491198975849,0.416305862461204,0.5473201433402377,0.0,1.0,1.0,True,294.0,0.03123893223612636,0.367764811060425,0.4859995519229645,0.7567329166342515,0.0,1.0,1.0,0.34494724109959046,0.3455264978222139,0.34714116219889957,0.49423941714430353,True
random_regular_d2,100,4,3,True,300.0,0.27184976448096093,0.40686179077895956,0.5473734922437472,0.0,0.0,0.0,True,300.0,0.23672963086581128,0.3583111422249304,0.48481424465497847,0.796862475234377,0.0,0.0,0.0,0.34433750382273703,0.34553650427668664,0.3468350765284158,0.49462971504205944,True
random_regular_d2,100,5,3,True,300.0,0.28945248890804326,0.4170674544451976,0.5530198932091943,0.0,0.0,0.0,True,300.0,0.25350420541275936,0.371038493726606,0.4925830270703859,0.7608897315319574,0.0,0.0,0.0,0.34495127121017155,0.34556133298165465,0.3466588630520167,0.4942538254404018,True
random_regular_d2,100,6,3,True,300.0,0.2575991248663708,0.40387718971925224,0.541782023124162,0.0,0.0,0.0,True,300.0,0.2267694900966544,0.35650785793281997,0.4850314955560455,0.7622871131340397,0.0,0.0,0.0,0.34465534784834106,0.3454108527235701,0.3468683509793302,0.4945700587568974,True
random_regular_d2,100,7,3,True,300.0,0.23563418950921192,0.40509354671226516,0.5478022224652914,0.0,0.0,0.0,True,300.0,0.2067534015923568,0.3479138640519398,0.49191618850169916,0.7405997437011097,0.0,0.0,0.0,0.34475945785424905,0.34554984768673486,0.346758230604147,0.49397304520173585,True
random_regular_d2,100,8,3,True,297.0,0.278215719026588,0.39417062331324326,0.5384027531069828,0.0,0.0,0.0,True,297.0,0.23762489682636745,0.3460097209125191,0.4782621612670007,0.8003146853751073,0.0,0.0,0.0,0.34411243244926115,0.3452807753892934,0.34664857205245464,0.4942475829094257,True
random_regular_d2,100,9,3,True,300.0,0.2872684246278454,0.40239925021416373,0.5588735139533298,0.0,0.0,0.0,True,300.0,0.25233152635763634,0.34870860186711067,0.49790739921568106,0.7594322326746491,0.0,0.0,0.0,0.34451673933978977,0.34553620772285404,0.3470566708983257,0.493834652735773,True
random_regular_d2,150,0,3,True,450.0,0.2716264107788298,0.41683442894057676,0.5430531907216194,0.0,0.0,0.0,True,450.0,0.23891413142666673,0.36717377095499254,0.4831623565598252,0.7685334098930955,0.0,0.0,0.0,0.34470382878923084,0.3454800631222218,0.34669617082932414,0.4942501385727452,True
random_regular_d2,150,1,3,True,447.0,0.05207718928990143,0.40157196893415453,0.5371777464219291,0.0,0.0,1.0,True,447.0,0.04341728259677588,0.3537094849181984,0.48149253195744907,0.7913779930874223,0.0,1.0,1.0,0.3444161115073212,0.34524369996920556,0.346724825868903,0.4942860075845163,True
random_regular_d2,150,2,3,True,450.0,0.2749402891896282,0.41232084557820153,0.5472232547355627,0.0,0.0,0.0,True,450.0,0.2398081229551081,0.35662868360633393,0.4899791869874084,0.7864712758365839,0.0,0.0,0.0,0.34420034375764796,0.3455649362780819,0.3468890299265095,0.4946531794876707,True
random_regular_d2,150,3,3,True,450.0,0.2592900986690675,0.398087162780089,0.5444206179807178,0.0,0.0,0.0,True,450.0,0.22307228813436752,0.3530251651698941,0.4865585371488612,0.7685771627918538,0.0,0.0,0.0,0.3442809309158777,0.34547514376498345,0.34679314136345474,0.49463140538773775,True
random_regular_d2,150,4,3,True,450.0,0.2613446073201282,0.4079806599867926,0.550999875278223,0.0,0.0,0.0,True,450.0,0.22967359209996774,0.35744069001853107,0.4921150706595133,0.788335289090992,0.0,0.0,0.0,0.34446295218923506,0.3454487246488799,0.34719876398062505,0.49462367145106023,True
random_regular_d2,150,5,3,True,450.0,0.294184352929344,0.42118132635899647,0.5549634686896372,0.0,0.0,0.0,True,450.0,0.2598510748605827,0.37193435925203544,0.4971546865383836,0.8194728966544108,0.0,0.0,0.0,0.3445129619904068,0.34552932775901435,0.3470712575484717,0.49504744897115166,True
random_regular_d2,150,6,3,True,447.0,0.1873864229437029,0.40731709743613065,0.5397202800481279,0.0,0.0,0.0,True,447.0,0.1748382508046414,0.3594141569871101,0.48345791222592865,0.7732751168999188,0.0,0.0,0.0,0.34434842375994396,0.345349226879998,0.3467931301029232,0.49467731687998207,True
